name,name,borough,rating,review_count,categories_list,GRADE
NIPPON CHA,Nippon Cha,Brooklyn,4.2,1133,Japanese; Coffee & Tea; Sushi Bars,A
NISH NUSH,Nish Nush,Manhattan,4.4,845,Vegetarian; Moroccan; Greek,A
NISHIDA SHO-TEN,Nishida Sho-ten,Manhattan,4.0,973,Ramen,A
NISI,Nisi,Manhattan,3.7,132,Breakfast & Brunch; American; Seafood,A
NITTIS,Nittis,Manhattan,4.3,450,Italian; Cocktail Bars; Breakfast & Brunch,A
NIUKEE SHUMAI,Niukee Shumai,Manhattan,4.2,12,Dim Sum,B
NIZUC,Nizuc,Manhattan,4.7,28,Mexican,
NO. 1 RESTAURANT,No. 1 Restaurant,Manhattan,3.1,28,Tex-Mex; Chinese,A
NOBU FIFTY SEVEN,Nobu Fifty Seven,Manhattan,4.0,1588,Sushi Bars; Japanese,A
NOCHES MEXICANAS,Noches Mexicanas,Bronx,3.6,59,Mexican,A
NOM WAH,Nom Wah,Manhattan,3.5,2,Dim Sum,A
NOMAD TEA PARLOUR,Nomad Tea Parlour,Manhattan,3.9,66,"Chinese; Cocktail Bars; Beer, Wine & Spirits",
NON SOLO PIADA,Non Solo Piada,Manhattan,4.6,448,Italian; Breakfast & Brunch; Piadina,A
NONNAS 1977,Nonnas 1977,Queens,4.5,26,Italian; Salad,A
NOODLE LAB,Noodle Lab,Queens,3.8,45,Chinese; Noodles; Taiwanese,A
NOODLE PUDDING,Noodle Pudding,Brooklyn,4.0,641,Italian,A
NOODLE QUEEN,Noodle Queen,Brooklyn,3.4,17,Cantonese; Noodles; Breakfast & Brunch,A
NOODLE VILLAGE,Noodle Village,Manhattan,3.9,1482,Chinese; Noodles,A
NOODLEFAN,Noodlefan,Staten Island,4.0,194,Thai; Noodles,A
NOONA NOODLES,Noona Noodles,Manhattan,4.1,186,Noodles; Korean; Ramen,A
NOOR PALACE,Noor Palace,Brooklyn,0.0,0,Indian,A
NORA PIZZA,Nora Pizza,Bronx,3.7,41,Pizza; Italian,A
NORA THAI,Nora Thai,Brooklyn,3.8,178,Thai; Lounges; Noodles,A
NORMA,Norma,Manhattan,4.4,701,Pizza; Sicilian,A
NORTHERN 160,northern 160,Queens,3.4,25,Korean,
NOSTRAND CAFE,Nostrand Cafe,Brooklyn,4.4,143,Korean; Breakfast & Brunch; Coffee Roasteries,A
NUBIANI,Nubiani,Manhattan,4.5,389,Korean; Barbeque,A
NUDIBRANCH,Nudibranch,Manhattan,4.5,83,Spanish; Wine Bars; Korean,A
NUEVO TACOS AL SUADERO,Nuevo Tacos Al Suadero,Queens,3.7,7,Tacos,A
NUMBER 1 CHINESE RESTAURANT,Number 1 Chinese Restaurant,Brooklyn,3.6,11,Chinese,A
NUR THAI,Nur Thai,Queens,4.1,92,Thai; Halal,B
NY BEER GARDEN,NY Beer Garden,Queens,4.6,65,Beer Bar; Korean; Tapas/Small Plates,A
NYC TIKKA MASALA,NYC Tikka Masala,Queens,4.4,12,Indian,A
NYONYA,Nyonya,Manhattan,3.9,2485,Malaysian; Chinese,A
Nueva Victoria,Nueva Victoria,Queens,4.3,4,Chinese; Cuban; Spanish,A
OASIS,Oasis,Brooklyn,4.2,697,Middle Eastern; Falafel; Halal,A
OBAO,Obao,Manhattan,4.0,4372,Vietnamese; Thai; Asian Fusion,B
OBENTOYASAN,Obentoyasan,Brooklyn,4.1,39,Japanese,A
OCEAN PRIME,Ocean Prime,Manhattan,4.4,901,Seafood; Steakhouses; New American,A
OCEAN PRIME BAR & RESTAURANT,Ocean Prime Bar & Restaurant,Queens,4.6,7,Burgers; Lounges; Seafood,A
OCEANA,Oceana,Manhattan,3.8,710,Seafood,A
OCEANIC BOIL,Oceanic Boil,Queens,4.3,748,Cajun/Creole; Seafood; Bars,A
OCHI JAMAICAN AND SEAFOOD GRILL,Ochi Jamaican and Seafood Grill,Brooklyn,3.1,12,Seafood; Caribbean,A
OFF THE HOOK RAW BAR & GRILL,Off The Hook Raw Bar & Grill,Queens,4.0,543,Seafood; Cocktail Bars; Sandwiches,A
OFRENDA,Ofrenda,Manhattan,3.9,1150,Mexican; Breakfast & Brunch,A
OGLIASTRO,Ogliastro,Brooklyn,4.0,234,Pizza; Italian,B
OH DUMPLINGS,Oh Dumplings,Brooklyn,4.1,23,Chinese; Noodles,B
OH K-DOG,Oh K-Dog,Manhattan,4.2,380,Korean; Hot Dogs; Fast Food,C
OH K-DOG & EGG TOAST,Oh K-Dog & Egg Toast,Manhattan,4.5,54,Korean; Hot Dogs,A
OHKAMI RAMEN,Ohkami Ramen,Staten Island,4.3,63,Ramen,A
OISHII SUSHI,Oishii Sushi,Staten Island,4.4,20,Japanese; Sushi Bars,
OK RYAN RESTAURANT,OK Ryan Restaurant,Queens,4.0,239,Chinese; Taiwanese,A
OKEY,Okey,Brooklyn,4.7,9,Empanadas; Seafood; Steakhouses,A
OKIBORU HOUSE OF UDON,Okiboru House of Udon,Manhattan,4.2,171,Japanese,
OKOZUSHI,Okozushi,Brooklyn,3.9,54,Sushi Bars; Japanese,A
OLD XI'AN,Old Xi'an,Manhattan,4.1,305,Chinese,
OLEA,Olea,Brooklyn,4.2,1067,Tapas Bars; Breakfast & Brunch; Mediterranean,A
OLLE,Olle,Manhattan,4.4,307,Korean,A
OMAKASE ICHI,Omakase Ichi,Staten Island,4.9,30,Sushi Bars; Japanese,
OMAKASE SUSHI BY HIRO,Omakase Sushi By Hiro,Brooklyn,4.6,98,Sushi Bars; Japanese,A
OMAR'S INDIAN FINE CUISINE,Omar's Indian Fine Cuisine,Brooklyn,4.6,80,Indian; Pizza; Bagels,A
OMAR'S MEDITERRANEAN CUISINE,Omar's Mediterranean Cuisine,Manhattan,4.2,235,Mediterranean,A
OMG SHAWARMA,OMG Shawarma,Manhattan,4.4,20,Mediterranean,
ONCE MORE THAI,Once More Thai,Manhattan,3.7,296,Thai; Chicken Shop; Noodles,A
ONE MORE CHARM,One More Charm,Brooklyn,4.5,190,Thai; Coffee & Tea,A
ONE SIP ONE BITE,One Sip One Bite,Queens,4.5,4,Cafes; Korean,
ONE TWO THAI,One Two Thai,Manhattan,4.2,224,Thai,A
ONGI,ONGI,Manhattan,4.4,75,Korean,A
ONIGIRI TANAKAYA,Onigiri Tanakaya,Manhattan,4.4,17,Japanese; Sushi Bars; Pop-Up Restaurants,
OOODLES NOODLE HOUSE,Ooodles Noodle House,Queens,4.6,126,Chinese; Taiwanese; Noodles,A
OPERA CAFE LOUNGE,Opera Cafe Lounge,Brooklyn,3.9,847,Turkish; Mediterranean; Breakfast & Brunch,A
ORAMEN,Oramen,Manhattan,4.1,372,Ramen; Sushi Bars,A
ORRICO'S ITALIAN RESTAURANT,Orrico's Italian Restaurant,Bronx,4.7,78,Italian,A
OSAKA SUSHI,Osaka Sushi,Bronx,4.0,12,Japanese,A
OSAMIL,Osamil,Manhattan,4.3,843,Korean; Gastropubs; Tapas/Small Plates,A
OSHI'S CAFE,Oshi's Cafe,Brooklyn,4.7,9,Kosher; Vegetarian; Mediterranean,A
OSO,Oso,Manhattan,4.1,384,Mexican; Cocktail Bars,A
OSTERIA 106,Osteria 106,Manhattan,4.3,238,Italian,A
OSTERIA 57,Osteria 57,Manhattan,4.3,366,Italian; Seafood; Vegetarian,A
OSTERIA ACCADEMIA,Osteria Accademia,Manhattan,4.4,62,Italian,A
OSTERIA BAROCCA,Osteria Barocca,Manhattan,4.1,83,Italian; Bars; Pizza,
OSTERIA BROOKLYN,Osteria Brooklyn,Queens,4.4,306,Italian,A
OSTERIA CARLINA,Osteria Carlina,Manhattan,4.3,127,Italian,A
OSTERIA DEL PORTO,Osteria Del Porto,Manhattan,4.4,97,Italian; Wine Bars,A
OSTERIA DELBIANCO,Osteria Delbianco,Manhattan,4.6,266,Italian,A
OSTERIA DELBIANCO BRYANT PARK,Osteria Delbianco Bryant Park,Manhattan,4.5,47,Italian,A
OSTERIA LA BAIA,Osteria La Baia,Manhattan,4.3,194,Italian; Venues & Event Spaces; Wine Bars,A
OSTERIA NANDO,Osteria Nando,Manhattan,4.2,239,Italian; Cocktail Bars; French,A
OSTERIA NONNINO,Osteria Nonnino,Manhattan,4.3,160,Italian; Pasta Shops; Cocktail Bars,A
OTWAY,Otway,Brooklyn,3.9,142,New American; Wine Bars; Breakfast & Brunch,A
OXOMOCO,Oxomoco,Brooklyn,4.2,723,Mexican,A
OZAKAYA,Ozakaya,Brooklyn,4.5,245,Izakaya; Sushi Bars,A
One Bite Omakase,One Bite Omakase,Manhattan,5.0,45,Sushi Bars; Japanese; Seafood,
PACIFIC MOON,PACIFIC MOON,Queens,4.2,123,Chinese; Japanese; Seafood,A
PAD THAI NOODLE LOUNGE,Pad Thai Noodle Lounge,Manhattan,3.3,369,Thai; Noodles; Cocktail Bars,A
PAKSHALA RESTAURANT & GRILL,Pakshala Restaurant & Grill,Queens,4.0,11,Halal; Indian; Mediterranean,
PALERMO RESTAURANT & BAR,Palermo Restaurant & Bar,Queens,4.3,329,Italian; Bars,A
PALMETTO,Palmetto,Brooklyn,4.1,33,Wine Bars; Mediterranean; Cocktail Bars,A
PANDA EXPRESS,Panda Express,Queens,1.7,47,Chinese; Fast Food,A
PANDA HARLEM,Panda Harlem,Manhattan,3.4,174,Chinese; Bars; Asian Fusion,
PANDA RESTAURANT,Panda Restaurant,Bronx,3.8,15,Chinese,A
PANINI GRILL,Panini Grill,Staten Island,3.4,328,Pizza; Italian; Desserts,A
PANINO RUSTICO,Panino Rustico,Brooklyn,4.4,590,Italian; Sandwiches; Wraps,A
PANINO RUSTICO OF HOWARD BEACH,Panino Rustico of Howard Beach,Queens,4.7,24,Sandwiches; Wraps; Italian,A
PANZEROTTI BITES,Panzerotti Bites,Brooklyn,4.9,186,Italian,A
PANZÓN,Panzón,Brooklyn,4.0,49,Mexican,
PAOLA'S OSTERIA,Paola's Osteria,Manhattan,3.6,91,Italian; Pizza,A
PARISIENNE CAFE,Parisienne Cafe,Bronx,4.7,24,Cafes,A
PAROS,Paros,Manhattan,3.8,43,Greek,A
PASCALOU,Pascalou,Manhattan,4.1,351,French,A
PASTA LOUISE,Pasta Louise,Brooklyn,4.0,192,Italian; Coffee & Tea; Pasta Shops,A
PASTA NIGHT,Pasta Night,Brooklyn,4.4,10,Italian; Cocktail Bars,
PASTAVINO,Pastavino,Staten Island,4.4,177,Italian; Wine Bars,A
PASTITALIA,Pastitalia,Manhattan,4.5,18,Pasta Shops; Cafes; Italian,A
PATA CAFE,Pata Cafe,Queens,4.5,103,Bubble Tea; Cafes; Thai,A
PATSY'S ITALIAN RESTAURANT,Patsy's Italian Restaurant,Manhattan,4.0,1290,Italian; Southern; Wine Bars,A
PATSY'S PIZZERIA,Patsy's Pizzeria,Manhattan,4.3,672,Pizza; Italian,A
PATTANIAN THAI,Pattanian Thai,Queens,4.4,22,Thai,
PAZZA NOTTE,Pazza Notte,Manhattan,3.9,1138,Italian; Lounges; Pizza,A
PEACHES,Peaches,Brooklyn,3.7,1485,Southern; Seafood; Breakfast & Brunch,A
PEACHES GRAND,Peaches Grand,Brooklyn,3.9,428,Seafood; Breakfast & Brunch; Sandwiches,A
PEACHES PRIME,Peaches Prime,Brooklyn,4.4,87,Southern; New American; Seafood,A
PECKING HOUSE,Pecking House,Manhattan,4.7,21,Chicken Shop; Chinese; Southern,
PECORARO LATTERIA,Pecoraro Latteria,Brooklyn,4.8,89,Italian; Specialty Food; Sandwiches,A
PEKING,Peking,Bronx,4.2,5,New American,A
PEKING HOUSE,Peking House,Bronx,4.4,10,Chinese,A
PEKING KITCHEN,Peking Kitchen,Bronx,4.0,1,Chinese,A
PELICANA CHICKEN,Pelicana Chicken,Brooklyn,4.4,72,Korean; Chicken Wings; Chicken Shop,A
PENG'S NOODLE FOLK,Peng's Noodle Folk,Manhattan,4.5,596,Chinese; Noodles; Ramen,A
PEPE GIALLO,Pepe Giallo,Manhattan,4.0,832,Italian,A
PEPPA'S JERK CHICKEN RESTAURANT,Peppa's Jerk Chicken Restaurant,Brooklyn,3.8,306,Caribbean; Chicken Shop,A
PEPPERCORN STATION,Peppercorn Station,Manhattan,4.2,83,Szechuan,
PERRINE,Perrine,Manhattan,4.0,141,New American; French,A
PETE'S BROOKLYN EATS,Pete's Brooklyn Eats,Brooklyn,4.0,32,Italian,A
PETISCO BRAZUCA,Petisco Brazuca,Brooklyn,4.1,80,Brazilian,A
PETITE DUMPLING,Petite Dumpling,Brooklyn,4.5,46,Dim Sum; Noodles; Tapas/Small Plates,A
PHIL-AM KUSINA,Phil-Am Kusina,Staten Island,4.3,178,Filipino,B
PHO 39,Pho 39,Manhattan,3.6,61,Vietnamese; Tacos; Seafood,A
PHO AOB,Pho Aob,Manhattan,4.5,8,Thai; Noodles; Soup,A
PHO CHE,Pho Che,Queens,4.0,554,Vietnamese; Korean,A
PHO GRAND,Pho Grand,Manhattan,2.7,3,Vietnamese; Seafood; Soup,A
PHO TABLE,Pho Table,Brooklyn,4.5,98,Vietnamese; Asian Fusion; Coffee & Tea,A
PHO TAN,Pho Tan,Queens,3.7,98,Vietnamese; Thai,A
PHO THAI,Pho Thai,Queens,4.1,48,Vietnamese; Thai,
PHOENIX PALACE,Phoenix Palace,Manhattan,4.4,54,Cantonese,A
PHOSHIME,Phoshime,Manhattan,4.4,82,Asian Fusion; Japanese; Vietnamese,B
PICCANTE,Piccante,Brooklyn,4.6,268,Italian,A
PICCOLA CUCINA OSTERIA,Piccola Cucina Osteria,Manhattan,4.3,866,Italian,A
PICCOLA CUCINA UPTOWN,Piccola Cucina Uptown,Manhattan,4.4,533,Sicilian,A
PICCOLI TRATTORIA,Piccoli Trattoria,Brooklyn,4.3,634,Italian; Pasta Shops; Wine Bars,A
PICK UP SIX,Pick Up Six,Bronx,2.7,20,Chinese; Japanese; Thai,A
PICO,Pico,Queens,4.3,415,Mexican; Bars; Salad,A
PICO DE GALLO BAR & KITCHEN,Pico De Gallo Bar & Kitchen,Manhattan,3.8,277,Mexican; Breakfast & Brunch,A
PIER 23,Pier 23,Manhattan,5.0,3,Seafood,
PIER 53 COFFEE & SANDWICH SHOP,PIER 53 Coffee & Sandwich Shop,Brooklyn,4.7,3,American; Korean; Burgers,A
PIER 76,Pier 76,Staten Island,3.9,295,Italian; Pizza,A
PIG AND KHAO,Pig and Khao,Manhattan,3.9,1992,Filipino; Thai; Pan Asian,A
PIG HEAVEN,Pig Heaven,Manhattan,3.8,567,Barbeque; Szechuan; Dim Sum,A
PILOT,Pilot,Brooklyn,4.1,346,Cocktail Bars; Seafood,A
PINK PITAYA,Pink Pitaya,Bronx,5.0,2,Juice Bars & Smoothies; Acai Bowls; Mexican,A
PINK TACO,Pink Taco,Manhattan,3.9,349,Tacos; Bars; Breakfast & Brunch,A
PIPO'S RESTAURANT,Pipo's Restaurant,Manhattan,4.0,83,Mexican,A
PIPS,Pips,Brooklyn,4.2,48,Seafood; Cocktail Bars; Wine Bars,A
PITA,pita,Brooklyn,0.0,0,Falafel; Kosher; Fast Food,
PITA GRILL,Pita Grill,Manhattan,4.4,21,Greek; Mediterranean; Sandwiches,A
PITA PALACE,Pita Palace,Brooklyn,4.7,323,Middle Eastern; Falafel,A
PITA PAN,Pita Pan,Brooklyn,5.0,1,Food Delivery Services; Mediterranean,A
PITA YEERO,Pita Yeero,Manhattan,3.9,17,Greek; Comfort Food,A
PITKIN SEAFOOD,Pitkin Seafood,Brooklyn,3.7,53,Seafood,A
PIZZA CLASSICA,Pizza Classica,Queens,3.9,538,Pizza; Italian; Salad,A
PIZZA D'AMORE,Pizza D'Amore,Brooklyn,3.1,207,Pizza; Italian,A
PIZZA SECRET,Pizza Secret,Brooklyn,4.2,315,Pizza; Italian; Wine Bars,A
PIZZARTE,PizzArte,Manhattan,4.1,1418,Pizza; Italian; Gluten-Free,A
PIZZERIA GIOVE,Pizzeria Giove,Staten Island,4.2,433,Italian,A
PIZZETTE,Pizzette,Brooklyn,4.4,94,Pizza; Cocktail Bars; Italian,A
PLAN B,Plan B,Manhattan,3.9,167,Lounges; Korean,A
PLANET TACO,Planet Taco,Manhattan,4.0,87,Tacos,A
PLATEIA GR,Plateia GR,Queens,4.3,17,Greek; Mediterranean; Salad,A
PLAZA ORTEGA,Plaza Ortega,Brooklyn,4.7,42,Mexican; Acai Bowls; Ice Cream & Frozen Yogurt,A
PLAZA TULCINGO RESTAURANT,Plaza Tulcingo Restaurant,Bronx,2.4,8,Mexican,A
PLERN THAI RESTAURANT AND NOODLE BAR,Plern Thai Restaurant and Noodle Bar,Queens,4.8,9,Thai,
PLUE,Plue,Manhattan,4.5,70,Thai; Asian Fusion; Vegan,A
POCHA 32,Pocha 32,Manhattan,3.5,1783,Bars; Korean; Gastropubs,A
POCHA POCHA,Pocha Pocha,Queens,4.0,26,Korean,B
POINT SEVEN,Point Seven,Manhattan,4.1,29,Seafood; American; Cocktail Bars,A
POKEWORKS,Pokeworks,Manhattan,4.4,18,Poke; Salad; Seafood,A
POLPETTE 71,Polpette 71,Manhattan,4.1,324,Italian,A
POMO,Pomo,Brooklyn,5.0,19,Cocktail Bars; Mexican,A
POPEYES LOUISIANA KITCHEN,Popeyes Louisiana Kitchen,Manhattan,4.0,1,Chicken Wings; Seafood; Fast Food,A
POPINA,Popina,Brooklyn,4.3,108,Southern; Italian,A
POPRICE,Poprice,Queens,3.7,61,Chicken Wings; Asian Fusion,A
PORT SA'ID,Port Sa'id,Manhattan,4.0,105,Mediterranean; Vinyl Records; Tapas/Small Plates,
PORTA 23,Porta 23,Queens,4.6,40,Cocktail Bars; New American; Tapas/Small Plates,A
PORTO SALVO,Porto Salvo,Bronx,4.5,232,Italian; Wine Bars; Cocktail Bars,B
POWER BOWLS,Power Bowls,Manhattan,4.9,10,Korean,
PREM THAI RESTAURANT AND NOODLE BAR,Prem Thai Restaurant and Noodle Bar,Brooklyn,4.6,29,Thai; Noodles,
PRIME AVENUE,Prime Avenue,Brooklyn,3.6,7,Chinese; Kosher,A
PROFIT CHINESE RESTAURANT,Profit Chinese Restaurant,Manhattan,4.7,3,Chinese,C
PRONTO CAFE,Pronto Cafe,Brooklyn,4.3,49,Mexican; Breakfast & Brunch; American,A
PSARAKI,Psaraki,Brooklyn,4.9,13,Greek; Salad; Seafood,A
PUBLIC DISPLAY OF AFFECTION,Public Display of Affection,Brooklyn,4.2,107,Pizza; Breakfast & Brunch; Vegetarian,A
PUERTO PLATA RESTAURANT,Puerto Plata Restaurant,Brooklyn,3.7,48,Dominican; Mexican,A
PUNJABI CHAAP CORNER,Punjabi Chaap Corner,Queens,5.0,1,Indian,
PUNJABI DHABA CATERING & SWEETS,Punjabi Dhaba Catering & Sweets,Queens,3.7,34,Caterers; Indian,A
PUNJABI KABAB AND GYRO,Punjabi Kabab And Gyro,Queens,4.2,84,Indian; Pakistani; Greek,A
PUNJABI KABAB HOUSE,Punjabi Kabab House,Queens,3.2,91,Indian; Pakistani,A
PURBIRD,Purbird,Brooklyn,4.2,498,New American; Chicken Shop,A
PYE BOAT NOODLE,Pye Boat Noodle,Queens,4.3,1118,Thai; Noodles,A
PYLOS,Pylos,Manhattan,4.3,1281,Greek,A
Paratha Wala,Paratha Wala,Queens,4.6,606,Indian; Halal; Bangladeshi,
Prime Halal Restaurant,Prime Halal restaurant,Bronx,5.0,1,Indian; Halal; Middle Eastern,A
QDOBA MEXICAN EATS,QDOBA Mexican Eats,Staten Island,2.0,28,Mexican; Fast Food,A
QUEEN OF TACOS,Queen Of Tacos,Bronx,3.7,128,Mexican,A
QUEEN'S ROOM,Queen's Room,Queens,4.3,272,Coffee & Tea; Cocktail Bars; Mediterranean,A
QUEENS SEAFOOD RESTAURANT,Queens Seafood Restaurant,Queens,3.8,155,Seafood; Cantonese,
QUICK BITE,Quick Bite,Staten Island,5.0,1,Falafel; Burgers; Halal,
QUICK GRILL JAPAN,Quick Grill Japan,Staten Island,5.0,1,Japanese; Fast Food; Sushi Bars,A
QUIQUE CRUDO,Quique Crudo,Manhattan,4.6,40,Cocktail Bars; Mexican,
Qanoon,Qanoon,Manhattan,4.2,189,Middle Eastern; Mediterranean; Sandwiches,A
R40,R40,Queens,4.4,224,Argentine; Cocktail Bars,A
RADHUNI SWEETS & RESTAURANT,Radhuni Sweets & Restaurant,Brooklyn,2.5,2,Bangladeshi; Pakistani; Indian,A
RADICI,Radici,Queens,4.3,20,Italian; Venues & Event Spaces; Pizza,
RADIO KWARA,Radio Kwara,Brooklyn,4.4,13,African,
RAENU THAI,Raenu Thai,Manhattan,3.9,141,Thai,A
RAFAEL,Rafael,Manhattan,4.2,18,Mediterranean; Coffee & Tea; Cocktail Bars,
RAFAELIS PALACE,Rafaelis Palace,Queens,4.2,12,Mediterranean; Venues & Event Spaces; Kosher,A
RAIN II,Rain II,Manhattan,3.6,204,Thai,A
RAISING CANE'S CHICKEN FINGERS,Raising Cane's Chicken Fingers,Brooklyn,4.0,49,Fast Food; Chicken Shop,A
RAJ'S INDIAN KITCHEN,Raj's Indian Kitchen,Queens,4.0,372,Indian,A
RAJA SWEETS & FAST FOOD,Raja Sweets & Fast Food,Queens,4.0,137,Indian; Vegetarian; Coffee & Tea,A
RAKU,Raku,Manhattan,4.4,1755,Japanese; Noodles,A
RAKU IT'S JAPANESE,Raku It's Japanese,Manhattan,4.4,220,Sushi Bars; Ramen,A
RAKUZEN,Rakuzen,Queens,3.4,215,Japanese; Buffets; Sushi Bars,A
RAMEN BY RA,Ramen By Ra,Manhattan,4.8,39,Ramen; Southern; Asian Fusion,A
RAMEN DANBO,Ramen Danbo,Manhattan,4.2,590,Ramen; Noodles,A
RAMEN KU-RAKU,Ramen Ku-Raku,Manhattan,4.0,77,Ramen; Sushi Bars,A
RAMEN SPOT,Ramen Spot,Brooklyn,4.5,81,Ramen; Noodles,A
RAMRO,Ramro,Queens,4.8,17,Himalayan/Nepalese; Filipino; Cocktail Bars,A
RANA FIFTEEN,Rana Fifteen,Brooklyn,4.4,93,Mediterranean; Turkish; Seafood,
RANCHO TEQUILERIA,Rancho Tequileria,Manhattan,3.9,127,Mexican,A
RANDAZZO'S CLAM BAR,Randazzo's Clam Bar,Brooklyn,3.6,811,Seafood,
RANDIWA,Randiwa,Staten Island,4.3,60,Sri Lankan; Indian,A
RASA,Rasa,Manhattan,4.1,899,Malaysian; Thai; Halal,A
RAVAGH PERSIAN GRILL,Ravagh Persian Grill,Manhattan,4.0,1115,Middle Eastern; Persian/Iranian; Mediterranean,A
RAVAL STEAKHOUSE,Raval Steakhouse,Staten Island,4.7,19,Steakhouses; Bars,A
REAL MADRID RESTAURANT,Real Madrid Restaurant,Staten Island,3.4,200,Spanish; Seafood,A
REBECCA'S,Rebecca's,Brooklyn,3.9,362,Venues & Event Spaces; Mediterranean; Desserts,A
RECETTE,Recette,Brooklyn,4.6,159,French; New American,A
RED BOWL,Red Bowl,Brooklyn,4.5,141,Cantonese; Szechuan; Seafood,A
RED CHILLI,Red Chilli,Queens,4.8,35,Indian,
RED HOOK LOBSTER POUND,Red Hook Lobster Pound,Brooklyn,4.0,1386,Seafood,A
RED ONION,Red Onion,Manhattan,4.8,109,Vegetarian; Indian; Halal,A
RED PANDA RESTAURANT,Red Panda Restaurant,Queens,4.1,47,Himalayan/Nepalese; Indian,A
RED PAPER CLIP,Red Paper Clip,Manhattan,4.1,150,Seafood; Cocktail Bars; Chinese,
RED POKE,Red Poke,Manhattan,4.4,661,Poke; Korean; Japanese,A
REDFARM,RedFarm,Manhattan,3.6,822,Dim Sum; Cantonese; Asian Fusion,A
REN,Ren,Brooklyn,4.5,4,Szechuan,
RENAISSANCE HARLEM,Renaissance Harlem,Manhattan,4.1,416,French; New American; Seafood,C
REY TACOS TAQUERIA,Rey Tacos Taqueria,Bronx,4.5,4,Tacos; Burgers; Chicken Wings,A
REYNA RESTAURANT,Reyna Restaurant,Bronx,4.6,9,Dominican; Mexican; Latin American,A
RICARDO STEAK HOUSE,Ricardo Steak House,Manhattan,4.1,1644,Steakhouses; New American; Seafood,B
RICE BIRD,Rice Bird,Manhattan,4.4,29,Cantonese; Asian Fusion,A
RICE KITCHEN,Rice Kitchen,Manhattan,4.7,206,Korean; Asian Fusion,B
RICE PIE,Rice Pie,Brooklyn,3.7,6,Chinese; Coffee & Tea; Desserts,B
RICE THIEF,Rice Thief,Queens,4.3,138,Korean; Seafood,
RICE X BEANS,Rice X Beans,Manhattan,4.3,42,Brazilian; Seafood; Salad,A
RICEPOT THAI COOKHOUSE,Ricepot Thai Cookhouse,Brooklyn,4.1,145,Thai; Food Delivery Services; Noodles,A
RICHMOND REPUBLIC,Richmond Republic,Staten Island,3.4,294,American; Gastropubs,A
RINCONCITO DOMEX,Rinconcito Domex,Brooklyn,3.5,2,Dominican; Mexican,A
RINGOLEVIO,Ringolevio,Brooklyn,4.4,306,Mediterranean; Tapas/Small Plates; Cocktail Bars,A
RINTINTIN,Rintintin,Manhattan,3.7,269,Mediterranean,A
RIVER DELI,River Deli,Brooklyn,3.7,226,Italian,A
RIVER DOCK CAFE,River Dock Cafe,Staten Island,2.6,255,Seafood; American,
RIVERDALE INDIAN GRILL,Riverdale Indian Grill,Bronx,4.3,14,Indian; Caterers; Vegetarian,
RIVERDALE INDIAN KITCHEN,Riverdale indian kitchen,Bronx,3.1,11,Indian; Halal; Bangladeshi,
ROB'S OF BROOKLYN - SUNSET PARK,Rob's of Brooklyn - Sunset Park,Brooklyn,4.5,4,Pizza; Italian,
ROBERT CHICKEN,Robert Chicken,Manhattan,4.5,2,Chicken Wings; Korean,
ROBERTA'S,Roberta's,Brooklyn,4.0,3412,Pizza; Italian,A
ROBERTO'S,Roberto's,Bronx,4.0,324,Italian,A
ROCCO’S OF ROC BEACH COAL BRICK OVEN PIZZA,Rocco’s of Roc Beach Coal Brick Oven Pizza,Queens,4.3,212,Pizza; Italian; Wine Bars,A
ROCKMEISHA,Rockmeisha,Manhattan,4.8,16,Izakaya,A
RODEO,Rodeo,Brooklyn,4.6,5,Wine Bars; Cocktail Bars; Sandwiches,
ROKA MODERN MEDITERRANEAN,ROKA Modern Mediterranean,Brooklyn,4.6,28,Juice Bars & Smoothies; Mediterranean; Wraps,A
ROKC,ROKC,Manhattan,4.4,562,Ramen; Seafood; Cocktail Bars,A
ROKSTAR CHICKEN,Rokstar Chicken,Queens,3.9,39,Chicken Shop; Korean; Chicken Wings,A
ROLLY KIMBAB,Rolly Kimbab,Queens,4.0,275,Korean,A
ROMAN'S,Roman's,Brooklyn,3.7,278,Italian,A
ROMANIAN GARDEN,Romanian Garden,Queens,3.5,169,Mediterranean; Modern European; Desserts,A
ROME TO BROOKLYN PIZZA,Rome To Brooklyn Pizza,Brooklyn,4.8,194,Pizza; Italian,A
RONDEL,Rondel,Brooklyn,4.3,28,Ukrainian; Salad; Seafood,A
RONNIE'S SANDWICH SHOPPE,Ronnie's Sandwich Shoppe,Staten Island,4.4,71,Sandwiches; Breakfast & Brunch; Burgers,A
ROS NIYOM THAI RESTAURANT,Ros Niyom Thai Restaurant,Queens,4.3,66,Thai; Cocktail Bars,A
ROSA MEXICANO,Rosa Mexicano,Manhattan,3.4,1649,Mexican,A
ROSA'S PIZZA,Rosa's Pizza,Queens,4.2,344,Pizza; Italian,A
ROSCIOLI,Roscioli,Manhattan,3.9,155,Italian,A
ROSE LANE,Rose Lane,Manhattan,4.3,13,Lounges; Breakfast & Brunch; Cocktail Bars,A
ROSIE'S,Rosie's,Manhattan,4.0,935,Mexican,A
ROSTICCERIA EVELINA,Rosticceria Evelina,Brooklyn,4.5,27,Italian; Pizza; Breakfast & Brunch,A
ROTANA CAFE & GRILL,Rotana Cafe & Grill,Queens,4.0,7,Diners; Breakfast & Brunch; Coffee & Tea,
