id,name,rating,review_count,categories_list,BOROUGH,SCORE,GRADE
MP8Ey2ezsDCSowR-1X6hKg,dosa royale,3.6,301,Indian; Vegetarian; Vegan,Brooklyn,108.0,C
rtFGv0F-GBfsS-cViu-3hA,gammeeok,3.3,556,Korean,Manhattan,79.0,C
9bAyxRD6RsGEUQw424ovQA,nishida sho-ten,4.0,973,Ramen,Manhattan,73.0,C
IzpoR2NGsTJPgpAIYKq4Rg,the graham,3.9,135,Cocktail Bars; Sandwiches; Burgers,Brooklyn,73.0,C
seCOrCJVVhmnjhRAWjVeKA,cava,4.0,184,Mediterranean; Salad,Manhattan,71.0,C
g36kZrN1WJYP_CWyvZn60A,master wok,4.0,1,Chinese,Brooklyn,70.0,C
MU2aH6Jrf4jeDYHpgHLXrw,the halal bros of ny,0.0,0,Mediterranean,Queens,67.0,C
ojbH3wnRu050hRhkmoxRiA,han dynasty,3.8,762,"Szechuan; Beer, Wine & Spirits",Manhattan,65.0,C
vKtrUzVpc5v1xelchSysHw,radhuni sweets & restaurant,2.5,2,Bangladeshi; Pakistani; Indian,Brooklyn,65.0,C
6JSxw-TVBEsK_FBLHgma4g,sambak sambabjip,5.0,2,Korean; Barbeque,Queens,65.0,C
-7PgxPVUGZh__U3CxRFKxg,trinidad golden place,4.4,223,Chinese; Trinidadian,Brooklyn,63.0,C
jYhbUh1TV7SCfPxjIhVpcg,baar baar,3.9,1332,Gastropubs; Indian; Cocktail Bars,Manhattan,62.0,C
yl214H_cUd1intjVAeE1Mw,casa publica,4.0,184,Mexican; Cocktail Bars; Breakfast & Brunch,Brooklyn,62.0,C
lgHmMRBaU-48kGaNz3jYxg,chairman sun,3.7,257,Szechuan; Dim Sum; Seafood,Queens,61.0,C
UBnrFZuqa1nMrV7ncWHBwA,corthaiyou,3.7,258,Thai,Brooklyn,61.0,C
P9Fzj1h9NjF7KtwKC-Otng,tamarind island,3.8,30,Caribbean; Indian,Queens,60.0,C
s5JNxy0eAFgxS2Poi73ODw,mala project,4.0,598,Dim Sum; Szechuan,Manhattan,59.0,C
qIOdughNii7-OW88IFtPQw,rosa's pizza,4.2,344,Pizza; Italian,Brooklyn,59.0,C
NM8KL3qgHpL43rZGE51Tjg,blazin chicken & gyro,3.8,15,Chicken Shop; Mediterranean,Bronx,59.0,C
sgIdJLSXnnMZy2sjm5GUeQ,rintintin,3.7,269,Mediterranean,Manhattan,56.0,C
Yilk_Ucz4L6w9EmvAS2gHg,taqueria coatzingo,4.0,525,Mexican,Queens,56.0,C
F6pKMoQzeQ1Hm08abvhbnA,teriyaki r us,3.5,6,Seafood; Noodles; Ramen,Queens,56.0,C
8tcFpd0dcmfzbLgbTO4tdw,sen sakana,4.1,355,Japanese; Peruvian; Kosher,Manhattan,55.0,C
xzN2k19JXDYjOWAhNw62aw,adoro lei,4.4,429,Italian; Pizza; Lounges,Manhattan,55.0,C
AudBWxeAr3zHr1ITrTcVpg,izakaya fuku,4.4,364,Japanese,Queens,53.0,C
62dhOUChlqsVkszPxqwq9Q,stamatis restaurant,4.0,543,Greek; Mediterranean,Queens,53.0,C
Wc_vQmkP7tb8eQQfwd39Qw,hainan chicken house,3.6,102,Hainan; Malaysian,Brooklyn,53.0,C
WdaLydR9O57rWbTnQQQ1OQ,ruma's kitchen,4.0,40,Indian; Bangladeshi; Breakfast & Brunch,Queens,53.0,C
nwLErF6zGqZjSLwf-m-TdQ,el gallo negro,3.6,56,Mexican; Breakfast & Brunch; Cocktail Bars,Queens,52.0,C
_c0MxccsmIBZcGLJpb4nSA,nana thai street,4.3,253,Thai,Manhattan,51.0,C
blXVGUTB-4epYW9KFsQJ_g,the greek kitchen,3.9,671,Greek; Mediterranean,Manhattan,51.0,C
b5ceUJ9PwgYSWtWTKgBSEA,mezeh,4.1,17,Mediterranean; Salad; Halal,Manhattan,51.0,C
lRiPZuKtkxNILZixaD6WMA,bravo african restaurant,4.0,15,Senegalese,Bronx,51.0,C
EqraPrrv6gAedeVogvt8xw,long acre tavern,4.0,116,Sports Bars; Pubs; Burgers,Manhattan,50.0,C
13GEQ-lgTcydZda7lhv_hw,la palina restaurant,4.1,236,Italian,Brooklyn,50.0,C
BNaveJmi-OUGKG9sRfrIhA,mr. sun,4.2,349,Dim Sum; Seafood,Manhattan,49.0,C
FdpEdKi4YbTu4t7B0tufIQ,punjabi dhaba catering & sweets,3.7,34,Caterers; Indian,Queens,48.0,C
abNHO9-xlCsv31gghCUuxw,zutto japanese american pub,4.0,1140,Sushi Bars; Ramen; Cocktail Bars,Manhattan,47.0,C
ODJmiHFJoUuXJVlxGSX7Yw,forever thai,4.4,218,Thai,Brooklyn,47.0,C
kB3QyyhHFVyhGgp35Rnuew,the kati roll company,3.7,943,Indian; Halal,Manhattan,47.0,C
LVQJZubRBlNiykvjTV7nHg,profit chinese restaurant,4.7,3,Chinese,Manhattan,47.0,C
ZOpnIsm7ihoO1gq2YmGdzw,zurutto ramen & gyoza bar,4.0,527,Ramen,Manhattan,46.0,C
eTzH9lmkmouNlmuJ77i8Ow,angaar,4.2,227,Indian,Manhattan,46.0,C
RdGWCbcxA79G1ZMPVL3SGQ,nora thai,3.8,178,Thai; Lounges; Noodles,Brooklyn,46.0,C
a8Lj13uc3Hhyjm0eYL90sw,sushi on me,4.8,334,Japanese; Sushi Bars; Speakeasies,Queens,46.0,C
SNTBdiEi55Zvt3qa4AAEJg,sakana sushi & hibachi steakhouse,4.1,79,Sushi Bars; Steakhouses,Staten Island,46.0,C
S1M8hbjDgaFyO6bqY4Kx5g,pita pan,5.0,1,Food Delivery Services; Mediterranean,Queens,46.0,C
xDERYqY7CbIx4aAlKsLy-A,tikka indian grill,4.1,90,Indian; Halal,Brooklyn,45.0,C
ExQfm2tIiqHst798dXbUIw,tulcingo restaurant,3.2,44,Mexican,Queens,45.0,C
q_UIu1o9chUXMCLU-jTPxg,honey's thai pavilion,3.5,324,Thai; Noodles; Beer Bar,Bronx,45.0,C
fjjzAn0j6zCs2SNViuNfwQ,kailash parbat,3.7,408,Indian; Vegetarian,Manhattan,44.0,C
OStH764ALA9wcxkixzTZgw,shiawase,2.9,15,Chinese; Japanese; Sushi Bars,Brooklyn,44.0,C
HGLH-sa-Fp3X6UXcaG7U0g,66s fusion,3.9,211,Sushi Bars; Japanese; Buffets,Brooklyn,44.0,C
uO_-SP8xeBVRbwi4IEQq9Q,kennedy fried chicken,3.9,12,Chicken Wings; Seafood; Pizza,Brooklyn,44.0,C
T-Ecr4hzd2YCFMM57fuyUg,tosokchon nyc,4.2,97,Asian Fusion; Korean,Manhattan,43.0,C
iZIJKQeJ7oSXHzxCmUyhZQ,sofra mediterranean grill,3.6,116,Mediterranean; Turkish; Halal,Queens,43.0,C
o5x-bf-Lx6EWCcpTKW6CzA,tlaxcalita la bella,3.9,21,Mexican,Queens,43.0,C
uQ_eauTWC6ctveeKqR30hQ,ziggle,4.2,141,Korean,Queens,43.0,C
GKspSLe5U3qkUgQTXfngyQ,handsome rice,4.4,187,Korean; Burgers,Manhattan,42.0,C
UQ5gXOihecwqEWW2vfv0BA,taqueria restaurante mi barrio,4.2,33,Mexican,Brooklyn,42.0,C
1m1iOc8EplJ4tiCez7hf2Q,750 myrtle diner,4.2,135,Tapas Bars; Izakaya,Brooklyn,42.0,C
vHs2lZOqcyuv5uO-OOs_Sg,to date japanese food,4.2,95,Japanese; Sushi Bars,Brooklyn,42.0,C
0gMp5__7rq2csBndxnNtGQ,star of siam thai kitchen,3.3,148,Thai,Queens,42.0,C
K9t9xqhbLIePem5Okb3J9Q,indian express,3.8,36,Indian,Manhattan,42.0,C
ZNJ4ij7_xOlKSeMeEh1khA,rowdy rooster,4.3,268,Indian; Chicken Shop,Manhattan,41.0,C
ECUTH1VOWxZ9GwfzblMKzA,mughlai indian cuisine,4.4,210,Indian,Manhattan,41.0,C
ztUW_VmoaIQrP2F-iRfGsg,halal munchies,0.0,0,Fast Food; Mediterranean; Halal,Queens,41.0,C
ZGVaVZS4foIXWkFt32-v1g,longhorn steakhouse,3.1,532,Steakhouses; American; Barbeque,Queens,41.0,C
0nVEQOxDq4SwrVctOegRNw,havana social,3.4,38,Cuban; Mexican; Cocktail Bars,Manhattan,41.0,C
IfIyjm4SfORGYPbaAWST3g,mexicue,4.0,748,Mexican,Manhattan,40.0,C
hA5QUlrSjpxMZ90Kof0bgA,khao kang,4.2,287,Thai,Queens,40.0,C
6NcU2JAznLr9dDHp6GgQyw,doaba deli,4.5,258,Indian; Pakistani; Bangladeshi,Manhattan,40.0,C
ipmOYDh9snm3ZUv546MACQ,taqueria milear,4.1,294,Mexican,Brooklyn,40.0,C
ExW9SZDfJYAtQe-vTHsi0A,xcellent soul food,2.9,89,Soul Food; Seafood,Brooklyn,40.0,C
IEb99GmOvg585gmwmm4iNA,azalea,3.9,400,Italian; Wine Bars; Cocktail Bars,Manhattan,39.0,C
d5ya04K-2A_hI3Xzqe1HeA,caffe buon gusto,3.9,751,Italian,Manhattan,39.0,C
CoSXktG_8Q_c3WD2CB4GuA,dos caminos,3.5,104,Tacos; Steakhouses; Tex-Mex,Manhattan,39.0,C
kHlYnhMOoMBbe3VCZflpKQ,spy c cuisine,3.8,361,Chinese,Queens,39.0,C
QqSDuJKKmEHOEPpzCFTQFA,flower brook mifen house,4.3,44,Chinese; Noodles; Soup,Queens,39.0,C
m4LsYh1uad-k6Bfyd4bIrA,bamboo ya,3.9,251,Sushi Bars; Japanese; Salad,Queens,39.0,C
g7LLglNkZODPM6VyIqiEAQ,chick it out,4.7,79,Thai; Hainan; Fast Food,Queens,38.0,C
H87m0azdhuw5uo6Y166uUg,loi estiatorio,4.7,516,Greek; Mediterranean,Manhattan,38.0,C
B6eNhdBB0n5auXkRdpWr3Q,king souvlaki,4.2,11,Greek; Food Trucks,Brooklyn,38.0,C
q4pUVbOvjN6aSvqc9OLyXw,bed stuy fish fry,2.2,184,Soul Food; Seafood,Brooklyn,38.0,C
OwJjcpwlxXpxQqtdziKGJw,khalil biryani house,2.6,11,Indian; Bangladeshi; Halal,Queens,38.0,C
h5pR1yfG5TUu5iC9B3jEdA,sofia's taqueria,5.0,3,Mexican; Empanadas; Cocktail Bars,Staten Island,38.0,C
28XCmPzufM2_8sJJSpk4RA,bunnan,4.6,95,Haitian; Sandwiches; New American,Brooklyn,38.0,C
vt9Sg9XRRXts9BuFHdyfLg,hello bangladesh,3.9,22,Bangladeshi; Halal; Indian,Queens,37.0,C
7N9guQY_2a3gXXIlBQGKtA,hole in the wall,4.0,238,Coffee & Tea; Breakfast & Brunch; Cocktail Bars,Manhattan,37.0,C
jF9hIgD5MvZBXyKvztUtSA,gmc temaxcal deli & grocery,4.5,58,Mexican; Grocery; Delis,Brooklyn,37.0,C
lw70byRuxTBynbJiH_syXw,b2j tasty pot,4.8,108,Comfort Food; Szechuan,Queens,37.0,C
RnVHE26hi79bDtZ9Y4K_iw,caridad restaurant,3.5,93,Spanish,Queens,37.0,C
p3c3-cIIHjM090iZlA8WIQ,estrellita poblana ii,3.2,157,Mexican,Bronx,37.0,C
HqI1ROCmZa2THlBxT9nyrA,las palmas restaurant,3.9,200,Mexican,Manhattan,37.0,C
wqdFd3DZD_uTXRW784mFkg,a-pou's taste,4.5,159,Taiwanese; Noodles; Chinese,Brooklyn,36.0,C
nFszVPUX4tj-oarjfBO0nw,klong,3.8,1287,Thai,Manhattan,36.0,C
kqZchP64In2gtYd3Xq-i-A,pelicana chicken,4.4,72,Korean; Chicken Wings; Chicken Shop,Queens,36.0,C
FvnExtQHPfz_crDCBTQ1iQ,mint masala,4.2,364,Indian; Halal,Manhattan,36.0,C
_WttOSi2_ggdvUI6GvaqTg,da nonna rosa,4.0,476,Italian; Pizza; Venues & Event Spaces,Brooklyn,36.0,C
VUrRlkhI4DjC85FOTCt78A,brooklyn waffle house,3.8,31,Waffles,Brooklyn,36.0,C
1VBeb3BF8R8cwuCYGeMrVg,zaca cafe,4.3,237,Coffee & Tea; Breakfast & Brunch; French,Brooklyn,36.0,C
X1upzQ1oDfU9Jb378kUkRA,fish village,3.5,139,Seafood; Cantonese,Queens,36.0,C
x3Ziu2bwI7tcP5juyzxCaw,fontana famous pizza & gyro,3.6,548,Pizza; Greek; Burgers,Queens,36.0,C
7xY3vxBy7yFF5dVAi-6hPQ,pipo's restaurant,4.0,83,Mexican,Manhattan,35.0,C
479rycCXZojMT9S0cl8Oxg,yakiniku gen,3.8,182,Japanese; Barbeque,Manhattan,35.0,C
Ec8VntMXiRFa13xJwDQ5jQ,bbf,4.5,42,Japanese; Cocktail Bars; Tapas Bars,Manhattan,35.0,C
3GMHPnrkFAcqffw3T7JSdQ,kitchen 79,4.3,773,Thai,Queens,35.0,C
vXYFa2qzppkGiOiVPrLwDQ,don peppe,4.1,769,Italian; Desserts; Seafood,Queens,35.0,C
GSOwJ5Gr8X4eGbkIjCzMWA,thaism,3.7,218,Thai,Brooklyn,35.0,C
iAEjcL9hdTZNqcdrKl6iDQ,ramen spot,4.5,81,Ramen; Noodles,Brooklyn,35.0,C
T3KK5s1HaPGokXEc5Z8vOg,zen fusion cuisine,3.4,265,Thai; Japanese; Buffets,Queens,35.0,C
_-LcAMoys6QGxJkupcG90g,tru astoria,3.9,525,Mediterranean; Cafes; Lounges,Queens,35.0,C
hvrQQ0YWqgw0__OnofqXag,kuu,4.0,879,Ramen; Noodles; Soup,Manhattan,34.0,C
NBrGVWW81HqryjESDgnbHA,chipotle mexican grill,0.0,0,Mexican,Manhattan,34.0,C
wF8uPsiiugPiVbdJ0tXBTg,sarku japan,2.9,46,Japanese,Queens,34.0,C
Of9ocqKpYoRmkwHxxOqtIQ,caribbean taste budz,4.1,7,Seafood; Breakfast & Brunch; Caribbean,Queens,34.0,C
1ahP9qyZe95hX9z9ha-Bog,anise,3.0,69,Chinese; Desserts; Seafood,Bronx,34.0,C
6AC4yhUdnh64zE6b5-n6OQ,renaissance harlem,4.1,416,French; New American; Seafood,Manhattan,34.0,C
_lx7nuvXU7LhDRL3a9TMAw,dd soup dumpling,4.5,232,Chinese,Manhattan,33.0,C
rkeH5HJIuX7ZcOaYNum9xA,wu's wonton king,3.7,573,Cantonese; Seafood; Dim Sum,Manhattan,33.0,C
dnCRiUZWgu5ZI4Q-Z-az6Q,thai diva cuisine,4.1,186,Thai,Queens,33.0,C
EuWNk5SJB7wADVHoCtxAqg,miriam,4.1,273,Mediterranean; Cocktail Bars; Middle Eastern,Manhattan,33.0,C
xrgzB0pvsxeGEIboE6I2gg,patsy's pizzeria,4.3,672,Pizza; Italian,Queens,33.0,C
FwMyv3CVIxbI6ngodw7s3w,panino rustico,4.4,590,Italian; Sandwiches; Wraps,Brooklyn,33.0,C
JSX6Pk56w4BhgO8eSvCrKg,aroqa,4.1,449,Indian; Bars; Tapas/Small Plates,Manhattan,32.0,C
Vw8NSOu7aS8de1vVhFpemQ,yia yia's taverna,4.7,343,Greek,Brooklyn,32.0,C
zkJTvJNQMutqyOUgqZRvhA,hook & reel cajun seafood & bar,3.8,146,Seafood; Bars; Cajun/Creole,Bronx,32.0,C
na-KnRoqVuSoDrSX-y17aw,the local,4.2,39,Bars; New American,Staten Island,32.0,C
iHinXbZk2625noKq9XSvzA,seeyamañana,3.9,86,Mexican; Cocktail Bars,Manhattan,31.0,C
VzstANC68PM1BbyOcDXEtw,donburiya,3.8,477,Japanese; Seafood; Desserts,Manhattan,31.0,C
VLYShTGh-tjJ4n4mD02M9w,mokbar,3.8,33,Korean,Manhattan,31.0,C
3_xgjxGHHV5gEJ53L6qeYA,east wind snack shop,5.0,1,Dim Sum; Asian Fusion,Brooklyn,31.0,C
siAb_uf13RIYW52O-auTpQ,born thai,3.7,462,Thai,Brooklyn,31.0,C
pv_9QjRf45GRd3pMeKmmKw,jay's quick bites,4.0,22,Halal; Indian; American,Brooklyn,31.0,C
Gh4TyhJSqL_24fplLvVpGw,china cocina,4.4,28,Latin American; Spanish; Chinese,Queens,31.0,C
g8wdo-afklJAXOKBAPzzQg,kura revolving sushi bar,3.6,91,Sushi Bars; Conveyor Belt Sushi,Queens,31.0,C
NgRaVMB9Ky0-EXEPM9g8mA,ronnie's sandwich shoppe,4.4,71,Sandwiches; Breakfast & Brunch; Burgers,Staten Island,31.0,C
ox1Q1niAxCRRigUuDybtAw,planet taco,4.0,87,Tacos,Manhattan,30.0,C
LbuBN_aP9GW_Y0lT1et5Yg,bulbap grill,4.7,81,Korean; Asian Fusion,Manhattan,30.0,C
MxE0X8ayNGii9zA2i2ZERA,snack taverna,3.8,389,Greek; Mediterranean; Tapas/Small Plates,Manhattan,30.0,C
-JBFRO2z1Fr6og-3VGYRxQ,black iris,3.8,377,Mediterranean,Brooklyn,30.0,C
mfJaJSspapkcL2MIsNuUjw,citrico,3.9,248,Mexican; Breakfast & Brunch; Vegan,Brooklyn,30.0,C
YzyHW3w0HUyaG8EvplNT1A,liu's shanghai,4.4,521,Shanghainese,Brooklyn,30.0,C
ZggNrNCvlqILVnoeHUEMkQ,linda azoguenita bakery & restaurant,3.2,22,Breakfast & Brunch; Desserts; Italian,Queens,30.0,C
VUpzAbKlKblpu2Z1lmcAEw,greek islands,3.9,175,Greek; Mediterranean; Seafood,Queens,30.0,C
SP4bvMvxel_UPdof_er3HA,taco mahal,4.4,963,Indian; Tacos; Latin American,Manhattan,29.0,C
hwVF4fJK9Y73iHaN-vjSUw,niko's souvlaki,3.9,111,Greek,Queens,29.0,C
TQGHgKSrIKIprg6Rn353sA,la ruta del taco,4.3,42,Tacos; Salad,Queens,29.0,C
uyy76kFPWsN7_R0SeyOoKA,secret kitchen,4.1,67,Cantonese,Queens,29.0,C
fEyyjXiNYpnLANRdmr1Vag,taqueria guerrero,3.4,21,Mexican,Bronx,29.0,C
r2nIYBSyXny1-7XvsL2PVg,lena's italian kitchen,4.3,367,Italian,Manhattan,28.0,C
WVsPyl-DGRu0O_rQYdIMVQ,the best sichuan,4.4,215,Szechuan,Manhattan,28.0,C
-Q8MYIWoE4EsGQtudIOY0w,bua thai ramen & robata grill,4.5,3237,Thai; Ramen; Vegetarian,Manhattan,28.0,C
rCS4w1A24k33FFTzZ52Vog,oh k-dog,4.2,380,Korean; Hot Dogs; Fast Food,Manhattan,28.0,C
m9Q9x-Hcxp24gZCaTTJY-A,sahib,4.2,338,Indian,Manhattan,28.0,C
pGByzum9iOjdnXj8VhQomA,molyvos,4.3,111,Wine Bars; Seafood; Greek,Manhattan,28.0,C
NMVRHrkdp68twl4CWo1I5A,marseille,3.9,1269,French; Mediterranean; Brasseries,Manhattan,28.0,C
zww7OtudkcE921UT2ThOSg,camillo,4.2,229,Italian,Brooklyn,28.0,C
91tQ4ToReVVCA5MTJi9gfw,iron chef house,3.9,488,Sushi Bars; Japanese,Brooklyn,28.0,C
03UmxLneuIOpMLA0Yh7Qyw,rolly kimbab,4.0,275,Korean,Queens,28.0,C
qZgRPGUl01ldRuTd6pSOnA,dera restaurant,3.2,307,Indian; Pakistani; Bangladeshi,Queens,28.0,C
KJeI8aWuxmvRss2Y9CxbGQ,taco bell,4.0,2,Fast Food; Mexican,Manhattan,28.0,C
vzDb6_Zkm4m8O7tNidojjA,pier 76,3.9,295,Italian; Pizza,Staten Island,28.0,C
wzmeaMTm5cZ1JCjep7iQeA,zls bbq,4.3,37,Barbeque; Chinese,Manhattan,16.0,C
eyqVOLoOLrqZ98_QhdPXqg,ramen danbo,4.2,590,Ramen; Noodles,Manhattan,15.0,C
R7MDZP5G374JA1-kaR2CLw,raja sweets & fast food,4.0,137,Indian; Vegetarian; Coffee & Tea,Queens,14.0,C
dxK7_NNqLDYG39VGZI9B3w,himalayan curry house,3.8,91,Indian,Manhattan,11.0,C
DdoubmNfPNRi9xNmcQ64ug,tsurutontan udon noodle brasserie,3.7,792,Japanese; Noodles; Sushi Bars,Manhattan,10.0,C
cOXYWZ_GTX-_ue_kveguRg,ssam,3.7,521,Korean; Chicken Wings; Ramen,Brooklyn,10.0,C
_riKxC9lqWhUyEyU8K1ESA,kobeque,3.4,112,Korean; Barbeque,Manhattan,10.0,C
cWPdP8_GqEWxZKRiOonfDg,di di restaurant,4.0,48,Chinese; Tex-Mex,Brooklyn,9.0,C
tv_bPt2qM9Z71oj5VweoVw,vanka cafe,3.8,94,Russian; Cafes; Mediterranean,Brooklyn,9.0,C
K9xO8xYvvpEwgsdonKplcA,red panda restaurant,4.1,47,Himalayan/Nepalese; Indian,Queens,8.0,C
jTYEQ6C140eoadGODNeY4w,sweet wonton house,4.1,138,Cantonese; Dim Sum,Queens,7.0,C
ZYVnOS12C9x7-RS5PY7mWA,long island dumplings,5.0,1,Chinese,Manhattan,4.0,C
0fjab0vzFgIQ-FKzjFR7JQ,dannee thai,4.1,197,Thai,Brooklyn,4.0,C
T8WfkzuVi96qCpj1tWjlxw,spice,3.3,1688,Thai; Cocktail Bars,Brooklyn,3.0,C
AzW9hzF16jhHrlhrOQ-UfA,nur thai,4.1,92,Thai; Halal,Queens,2.0,C
zSCp9pjEQ_M3LBuPRDo-Bg,desi grill,4.0,361,Indian,Brooklyn,2.0,C
yUDokkZgCkRSj6JS6OkTtA,gyro qila,1.4,5,Greek,Brooklyn,2.0,C
Q3-zMT4lS0f3m-YK-eh_tw,happy garden,4.7,6,Chinese,Brooklyn,2.0,C
ahKL-52Ogn7iPFjhQbbb3w,carifesta restaurant,3.9,21,Halal; Caribbean,Queens,2.0,C
rDljxcZses19ZdpwmpCvvg,chirping chicken,3.3,57,Barbeque; Salad; Steakhouses,Bronx,2.0,C
kiRGyWovmi3vMPJ4sJudHg,golden wonton king,3.8,145,Cantonese,Queens,40.0,B
xYExrt1uUopY0HQRYlQw3Q,tia julia restaurant,4.3,4,Mexican,Queens,33.0,B
Yh05Y7xhj0KD8xj5VE16RQ,masala kitchen and lounge,3.8,10,Indian; Lounges,Queens,31.0,B
nHMDOIX32dGbfpuNUwsLNQ,almar,3.9,519,Italian; Breakfast & Brunch; Cocktail Bars,Brooklyn,27.0,B
AUm7If5Cbvy20AnmyxE-xA,dos toros taqueria,3.7,103,Mexican,Manhattan,27.0,B
RzKR9QcYP03EQ_8DxTxowg,barrio chino,3.9,1204,Mexican; Bars,Manhattan,27.0,B
8Lgz_cUAd4VFkLDpQ1xQ8w,calaveras corner,4.1,33,Mexican; Bars,Manhattan,27.0,B
-kVueEw_fyO1Q2Gkmj6Few,taqueria santa fe,4.3,447,Mexican,Queens,27.0,B
62Kedrco374IuZ_OFb0BxA,3 times,4.0,274,Dim Sum; Shanghainese; Noodles,Manhattan,27.0,B
Yv-X65XvRPRQ7JC32ZIfzg,ji bei chuan,4.3,57,Chinese; Noodles,Manhattan,27.0,B
0UeCicK8Vs7WM_xZynH7ng,mikado,4.7,113,Sushi Bars; Japanese; Soup,Queens,27.0,B
FLKABU82NNDnCvZSZD75Bg,naruto ramen,3.8,349,Ramen,Manhattan,27.0,B
FXFQJmhK6elesopXdhjvFQ,amber,3.9,171,Japanese; Sushi Bars; Pan Asian,Manhattan,27.0,B
NN3mOWF5e_pnR1ArqM2bHQ,obao,4.0,4372,Vietnamese; Thai; Asian Fusion,Manhattan,27.0,B
OR9oqAJW-U5ZnqhwH12Nuw,khao nom,4.4,199,Desserts; Thai,Queens,27.0,B
X8yEmEDD9ZTkHoIRFqzcRw,osamil,4.3,843,Korean; Gastropubs; Tapas/Small Plates,Manhattan,27.0,B
HUKn7SlSjYtemmPiGLnD2w,rice kitchen,4.7,206,Korean; Asian Fusion,Manhattan,27.0,B
pehKHPaU7Zgqf5SQ0MZmLA,bread & butter,2.8,249,Japanese; Breakfast & Brunch; Korean,Manhattan,27.0,B
GNPne4Il-itbn2sLbvMo1g,angel indian restaurant,4.5,568,Indian; Vegetarian,Queens,27.0,B
Rk6TXh7nINbzJoGtI2C5cA,desi galli,3.6,164,Indian,Manhattan,27.0,B
1p4dUaLyzIhN5n1lJnHSgA,bustan,4.0,649,Mediterranean; Middle Eastern,Manhattan,27.0,B
an8TuHRg0e3cgiAE705ZDA,fornino,3.7,325,Italian; Pizza,Brooklyn,27.0,B
St8a2de1vfyCxwIySBUWbA,graziella's,3.9,540,Italian; Pizza; Bars,Brooklyn,27.0,B
XQKUqU1vPvgnapxmmBI55Q,maestro pasta,4.2,126,Italian,Manhattan,27.0,B
XhCzENVgRBYcKwWLMX7FRg,kimchi grill,3.9,665,Korean; Barbeque; Tacos,Brooklyn,27.0,B
Ai2mbsb0cYZoMWC3DAAP3Q,b'klyn burro,3.9,168,Mexican,Brooklyn,27.0,B
plT05PtEbbBr57KgujPmsw,tacos el dorado,3.8,10,Mexican,Brooklyn,27.0,B
FJFliqqHXFZutkp_dmWdfw,zen vegetarian house,4.2,321,Vegetarian; Chinese; Sandwiches,Brooklyn,27.0,B
7NTPRkc7JN3HWT8AvWkINw,sushi tokyo,3.2,169,Japanese; Sushi Bars; Kosher,Brooklyn,27.0,B
80h4Y4OwRBzSZqH1-0i35g,cafe lily,4.3,69,Russian; Korean; Uzbek,Brooklyn,27.0,B
Q29wPbgiFkYDifXoCpXwqw,trini breakfast shed ii,3.5,39,Caribbean; Pakistani; Indian,Brooklyn,27.0,B
J7hRmPAGnOcd2OJsN_eV9g,el mariachi restaurant,3.8,66,Mexican,Queens,27.0,B
st93pxQapkTcWzcPTz7XCA,coco hotpot,4.4,88,Hot Pot; Chinese; Asian Fusion,Queens,27.0,B
22CRLIEfJWIO-8RjEiecAg,akino,4.2,1253,Sushi Bars; Japanese,Queens,27.0,B
GaRk8cnvtclF-j0-FFZ6nA,fansway teriyaki & sushi kitchen,3.8,4,Japanese; Fast Food,Queens,27.0,B
s3s1eolZ9qjWToQDI7XgcA,pocha pocha,4.0,26,Korean,Queens,27.0,B
gl1p0g_BN_DC4Eh_hRaUEg,joong koog jip,4.1,314,Korean; Chinese,Queens,27.0,B
QsujlS_gBXtR6SQjWl02Ew,taste of punjab,3.1,30,Indian,Queens,27.0,B
C76fMx5v2x_eTsYybbI8IA,island foodie,3.5,16,Seafood; Chicken Wings; American,Queens,27.0,B
By01mUaEhcjmQlmTHPz8Og,circulo espanol,4.4,51,Spanish,Queens,27.0,B
hR46wOgzaiCDVF7dN1aycA,don pollo,4.2,10,Peruvian,Queens,27.0,B
WCMbzgi8E2Tai4cQfAvzYg,taqueria el cebollin,4.7,7,Mexican; Food Trucks,Bronx,27.0,B
ZgCmcATfeKRLD7F6_j8t2g,mayas snack bar,0.0,0,Ice Cream & Frozen Yogurt; Mexican; Desserts,Brooklyn,27.0,B
khEsiq_isObizKE_RuP3Sw,king's wok,4.1,35,Chinese,Brooklyn,27.0,B
RW6Hws6h38YHza7xxTTJCg,new china,3.7,3,Chinese,Brooklyn,27.0,B
30doHGlJ4vzjNoz1A7Q3Kw,hook & catch cajun seafood,3.3,8,Seafood; Cajun/Creole; Fast Food,Bronx,27.0,B
krx3qFc0QFRqLL3fyscJSQ,cachapas y mas,4.1,412,Venezuelan; Sandwiches; Empanadas,Manhattan,27.0,B
dE_CGtTQBvBc_PgVAm1I5w,dough by licastri,4.0,9,Pizza; Bars; Italian,Staten Island,27.0,B
_Pkqb1cTb17-7b1nxPKkzQ,the pizza parlor,3.7,231,Pizza; American; Italian,Staten Island,27.0,B
l3JEpXXEIZUCIGhYvTgQ-A,fusion kitchen,3.6,13,Chinese; Czech,Staten Island,27.0,B
03VdN8zG_P4-2w9ZiDx32g,rice pie,3.7,6,Chinese; Coffee & Tea; Desserts,Brooklyn,27.0,B
nq9TSZMifHmOlqVOewRRJQ,mountain fusion,4.1,81,Sushi Bars; Bars; Ramen,Staten Island,27.0,B
-TDMW5TWfFlnnRgQZ71yeg,lacey's bridge tavern,4.3,167,Breakfast & Brunch; American; Seafood,Staten Island,27.0,B
